resource_id,species_id,title,description,habitat,medicinal_use,conservation_status,interesting_fact,image_filename
EDU0405,SP0405,Getting to know Methi (Fenugreek),"An educational overview of Methi (Fenugreek) (Trigonella foenum-graecum), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Near Threatened,Methi (Fenugreek) has been recorded by citizen scientists across multiple villages.,SP0405_Trigonella_foenum-graecum.jpg
EDU0406,SP0406,Getting to know Jeera (Cumin),"An educational overview of Jeera (Cumin) (Cuminum cyminum), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Vulnerable,Jeera (Cumin) is considered a good indicator of local habitat health.,SP0406_Cuminum_cyminum.jpg
EDU0407,SP0407,Getting to know Dhania (Coriander),"An educational overview of Dhania (Coriander) (Coriandrum sativum), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Not Evaluated,Dhania (Coriander) is considered a good indicator of local habitat health.,SP0407_Coriandrum_sativum.jpg
EDU0408,SP0408,Getting to know Karela (Bitter Gourd),"An educational overview of Karela (Bitter Gourd) (Momordica charantia), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Least Concern,Karela (Bitter Gourd) plays an important role in local ecosystem balance.,SP0408_Momordica_charantia.jpg
EDU0409,SP0409,Getting to know Sadabahar (Vinca),"An educational overview of Sadabahar (Vinca) (Catharanthus roseus), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Least Concern,Sadabahar (Vinca) typically flowers during Mar-May.,SP0409_Catharanthus_roseus.jpg
EDU0410,SP0410,Getting to know Bhang,"An educational overview of Bhang (Cannabis sativa), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Endangered,Bhang is considered a good indicator of local habitat health.,SP0410_Cannabis_sativa.jpg
EDU0411,SP0411,Getting to know Ratanjot,"An educational overview of Ratanjot (Jatropha curcas), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Data Deficient,Ratanjot is considered a good indicator of local habitat health.,SP0411_Jatropha_curcas.jpg
EDU0412,SP0412,Getting to know Rui (Akra),"An educational overview of Rui (Akra) (Calotropis procera), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,Yes - traditional use documented,Least Concern,Rui (Akra) is considered a good indicator of local habitat health.,SP0412_Calotropis_procera.jpg
EDU0413,SP0413,Getting to know Doob Grass,"An educational overview of Doob Grass (Cynodon dactylon), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Doob Grass typically flowers during Sep-Nov.,SP0413_Cynodon_dactylon.jpg
EDU0414,SP0414,Getting to know Kuchla,"An educational overview of Kuchla (Strychnos nux-vomica), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Least Concern,Kuchla is considered a good indicator of local habitat health.,SP0414_Strychnos_nux-vomica.jpg
EDU0415,SP0415,Getting to know Jatamansi,"An educational overview of Jatamansi (Nardostachys jatamansi), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Not Evaluated,Jatamansi typically flowers during Jun-Aug.,SP0415_Nardostachys_jatamansi.jpg
EDU0416,SP0416,Getting to know Pashanbhed,"An educational overview of Pashanbhed (Bergenia ciliata), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Least Concern,Pashanbhed has been recorded by citizen scientists across multiple villages.,SP0416_Bergenia_ciliata.jpg
EDU0417,SP0417,Getting to know Chitrak,"An educational overview of Chitrak (Plumbago zeylanica), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Data Deficient,Chitrak has been recorded by citizen scientists across multiple villages.,SP0417_Plumbago_zeylanica.jpg
EDU0418,SP0418,Getting to know Bala,"An educational overview of Bala (Sida cordifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Endangered,Bala typically flowers during Jun-Aug.,SP0418_Sida_cordifolia.jpg
EDU0419,SP0419,Getting to know Amaltas Bark,"An educational overview of Amaltas Bark (Cassia fistula), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Least Concern,Amaltas Bark has been recorded by citizen scientists across multiple villages.,SP0419_Cassia_fistula.jpg
EDU0420,SP0420,Getting to know Vidanga,"An educational overview of Vidanga (Embelia ribes), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Vidanga plays an important role in local ecosystem balance.,SP0420_Embelia_ribes.jpg
EDU0421,SP0421,Getting to know Mulethi (Licorice),"An educational overview of Mulethi (Licorice) (Glycyrrhiza glabra), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Least Concern,Mulethi (Licorice) typically flowers during Mar-May.,SP0421_Glycyrrhiza_glabra.jpg
EDU0422,SP0422,Getting to know Neem Bark,"An educational overview of Neem Bark (Azadirachta indica), covering identification, habitat, and ecological role in the Kopargaon region.",Wasteland,Yes - traditional use documented,Least Concern,Neem Bark plays an important role in local ecosystem balance.,SP0422_Azadirachta_indica.jpg
EDU0423,SP0423,Getting to know Arjuna Bark,"An educational overview of Arjuna Bark (Terminalia arjuna), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Data Deficient,Arjuna Bark plays an important role in local ecosystem balance.,SP0423_Terminalia_arjuna.jpg
EDU0424,SP0424,Getting to know Kalonji (Black Cumin),"An educational overview of Kalonji (Black Cumin) (Nigella sativa), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Kalonji (Black Cumin) plays an important role in local ecosystem balance.,SP0424_Nigella_sativa.jpg
EDU0425,SP0425,Getting to know Bel Leaves,"An educational overview of Bel Leaves (Aegle marmelos), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Bel Leaves is considered a good indicator of local habitat health.,SP0425_Aegle_marmelos.jpg
EDU0426,SP0426,Getting to know Hibiscus,"An educational overview of Hibiscus (Hibiscus rosa-sinensis), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Hibiscus typically flowers during Mar-May.,SP0426_Hibiscus_rosa-sinensis.jpg
EDU0427,SP0427,Getting to know Bougainvillea,"An educational overview of Bougainvillea (Bougainvillea glabra), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Bougainvillea has been recorded by citizen scientists across multiple villages.,SP0427_Bougainvillea_glabra.jpg
EDU0428,SP0428,Getting to know Lantana,"An educational overview of Lantana (Lantana camara), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,Yes - traditional use documented,Least Concern,Lantana plays an important role in local ecosystem balance.,SP0428_Lantana_camara.jpg
EDU0429,SP0429,Getting to know Jasmine,"An educational overview of Jasmine (Jasminum sambac), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Jasmine is considered a good indicator of local habitat health.,SP0429_Jasminum_sambac.jpg
EDU0430,SP0430,Getting to know Henna (Mehendi),"An educational overview of Henna (Mehendi) (Lawsonia inermis), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Endangered,Henna (Mehendi) has been recorded by citizen scientists across multiple villages.,SP0430_Lawsonia_inermis.jpg
EDU0431,SP0431,Getting to know Croton,"An educational overview of Croton (Codiaeum variegatum), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Near Threatened,Croton is considered a good indicator of local habitat health.,SP0431_Codiaeum_variegatum.jpg
EDU0432,SP0432,Getting to know Ixora,"An educational overview of Ixora (Ixora coccinea), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Ixora is considered a good indicator of local habitat health.,SP0432_Ixora_coccinea.jpg
EDU0433,SP0433,Getting to know Karonda,"An educational overview of Karonda (Carissa carandas), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Karonda has been recorded by citizen scientists across multiple villages.,SP0433_Carissa_carandas.jpg
EDU0434,SP0434,Getting to know Kaner (Oleander),"An educational overview of Kaner (Oleander) (Nerium oleander), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Kaner (Oleander) has been recorded by citizen scientists across multiple villages.,SP0434_Nerium_oleander.jpg
EDU0435,SP0435,Getting to know Calotropis,"An educational overview of Calotropis (Calotropis gigantea), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Not Evaluated,Calotropis is considered a good indicator of local habitat health.,SP0435_Calotropis_gigantea.jpg
EDU0436,SP0436,Getting to know Duranta,"An educational overview of Duranta (Duranta erecta), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Not Evaluated,Duranta is considered a good indicator of local habitat health.,SP0436_Duranta_erecta.jpg
EDU0437,SP0437,Getting to know Acalypha,"An educational overview of Acalypha (Acalypha wilkesiana), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Acalypha typically flowers during Mar-May.,SP0437_Acalypha_wilkesiana.jpg
EDU0438,SP0438,Getting to know Yellow Oleander,"An educational overview of Yellow Oleander (Thevetia peruviana), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Vulnerable,Yellow Oleander has been recorded by citizen scientists across multiple villages.,SP0438_Thevetia_peruviana.jpg
EDU0439,SP0439,Getting to know Rose,"An educational overview of Rose (Rosa indica), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Rose is considered a good indicator of local habitat health.,SP0439_Rosa_indica.jpg
EDU0440,SP0440,Getting to know Jatropha,"An educational overview of Jatropha (Jatropha gossypiifolia), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Data Deficient,Jatropha plays an important role in local ecosystem balance.,SP0440_Jatropha_gossypiifolia.jpg
EDU0441,SP0441,Getting to know Castor,"An educational overview of Castor (Ricinus communis), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Data Deficient,Castor typically flowers during Year-round.,SP0441_Ricinus_communis.jpg
EDU0442,SP0442,Getting to know Sesbania,"An educational overview of Sesbania (Sesbania grandiflora), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Near Threatened,Sesbania typically flowers during Mar-May.,SP0442_Sesbania_grandiflora.jpg
EDU0443,SP0443,Getting to know Cassia (Senna),"An educational overview of Cassia (Senna) (Senna auriculata), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Cassia (Senna) is considered a good indicator of local habitat health.,SP0443_Senna_auriculata.jpg
EDU0444,SP0444,Getting to know Grewia,"An educational overview of Grewia (Grewia asiatica), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,Yes - traditional use documented,Endangered,Grewia plays an important role in local ecosystem balance.,SP0444_Grewia_asiatica.jpg
EDU0445,SP0445,Getting to know Ber Shrub,"An educational overview of Ber Shrub (Ziziphus nummularia), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Data Deficient,Ber Shrub is considered a good indicator of local habitat health.,SP0445_Ziziphus_nummularia.jpg
EDU0446,SP0446,Getting to know Railway Creeper,"An educational overview of Railway Creeper (Ipomoea cairica), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,Yes - traditional use documented,Near Threatened,Railway Creeper plays an important role in local ecosystem balance.,SP0446_Ipomoea_cairica.jpg
EDU0447,SP0447,Getting to know Clerodendrum,"An educational overview of Clerodendrum (Clerodendrum inerme), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Clerodendrum has been recorded by citizen scientists across multiple villages.,SP0447_Clerodendrum_inerme.jpg
EDU0448,SP0448,Getting to know Kamini,"An educational overview of Kamini (Murraya paniculata), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Kamini plays an important role in local ecosystem balance.,SP0448_Murraya_paniculata.jpg
EDU0449,SP0449,Getting to know Night-blooming Jasmine,"An educational overview of Night-blooming Jasmine (Cestrum nocturnum), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Night-blooming Jasmine plays an important role in local ecosystem balance.,SP0449_Cestrum_nocturnum.jpg
EDU0450,SP0450,Getting to know Tecoma,"An educational overview of Tecoma (Tecoma stans), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,Yes - traditional use documented,Vulnerable,Tecoma typically flowers during Feb-Apr.,SP0450_Tecoma_stans.jpg
EDU0451,SP0451,Getting to know Ceylon Leadwort,"An educational overview of Ceylon Leadwort (Plumbago zeylanica), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,Yes - traditional use documented,Least Concern,Ceylon Leadwort has been recorded by citizen scientists across multiple villages.,SP0451_Plumbago_zeylanica.jpg
EDU0452,SP0452,Getting to know Barleria,"An educational overview of Barleria (Barleria cristata), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Near Threatened,Barleria is considered a good indicator of local habitat health.,SP0452_Barleria_cristata.jpg
EDU0453,SP0453,Getting to know Ruellia,"An educational overview of Ruellia (Ruellia tuberosa), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Ruellia typically flowers during Mar-May.,SP0453_Ruellia_tuberosa.jpg
EDU0454,SP0454,Getting to know Caper Bush,"An educational overview of Caper Bush (Capparis zeylanica), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Vulnerable,Caper Bush is considered a good indicator of local habitat health.,SP0454_Capparis_zeylanica.jpg
EDU0455,SP0455,Getting to know Bramble,"An educational overview of Bramble (Rubus ellipticus), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Bramble plays an important role in local ecosystem balance.,SP0455_Rubus_ellipticus.jpg
EDU0456,SP0456,Getting to know Wild Jasmine,"An educational overview of Wild Jasmine (Jasminum auriculatum), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,Yes - traditional use documented,Least Concern,Wild Jasmine is considered a good indicator of local habitat health.,SP0456_Jasminum_auriculatum.jpg
EDU0457,SP0457,Getting to know Country Mallow,"An educational overview of Country Mallow (Abutilon indicum), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,Yes - traditional use documented,Least Concern,Country Mallow plays an important role in local ecosystem balance.,SP0457_Abutilon_indicum.jpg
EDU0458,SP0458,Getting to know Prickly Chaff Flower,"An educational overview of Prickly Chaff Flower (Achyranthes aspera), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Data Deficient,Prickly Chaff Flower typically flowers during Nov-Jan.,SP0458_Achyranthes_aspera.jpg
EDU0459,SP0459,Getting to know Custard Apple Shrub Form,"An educational overview of Custard Apple Shrub Form (Annona reticulata), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Vulnerable,Custard Apple Shrub Form is considered a good indicator of local habitat health.,SP0459_Annona_reticulata.jpg
EDU0460,SP0460,Getting to know Adhatoda Shrub,"An educational overview of Adhatoda Shrub (Justicia adhatoda), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Vulnerable,Adhatoda Shrub typically flowers during Feb-Apr.,SP0460_Justicia_adhatoda.jpg
